value_segment,city,industry,gender,user_count
medium,Gold Coast,Marketing,prefer_not_to_say,0
medium,Gold Coast,Media,female,0
medium,Gold Coast,Media,male,0
medium,Gold Coast,Media,non_binary,0
medium,Gold Coast,Media,prefer_not_to_say,0
medium,Gold Coast,Nonprofit,female,0
medium,Gold Coast,Nonprofit,male,0
medium,Gold Coast,Nonprofit,non_binary,0
medium,Gold Coast,Nonprofit,prefer_not_to_say,0
medium,Gold Coast,Publishing,female,0
medium,Gold Coast,Publishing,male,0
medium,Gold Coast,Publishing,non_binary,0
medium,Gold Coast,Publishing,prefer_not_to_say,0
medium,Gold Coast,Retail,female,0
medium,Gold Coast,Retail,male,0
medium,Gold Coast,Retail,non_binary,0
medium,Gold Coast,Retail,prefer_not_to_say,0
medium,Gold Coast,Student,male,0
medium,Gold Coast,Student,non_binary,0
medium,Gold Coast,Student,prefer_not_to_say,0
medium,Gold Coast,Technology,female,0
medium,Gold Coast,Technology,male,0
medium,Gold Coast,Technology,non_binary,0
medium,Gold Coast,Technology,prefer_not_to_say,0
medium,Hobart,Advertising,female,0
medium,Hobart,Advertising,male,0
medium,Hobart,Advertising,non_binary,0
medium,Hobart,Advertising,prefer_not_to_say,0
medium,Hobart,Consulting,female,0
medium,Hobart,Consulting,male,0
medium,Hobart,Consulting,non_binary,0
medium,Hobart,Consulting,prefer_not_to_say,0
medium,Hobart,Education,female,0
medium,Hobart,Education,male,0
medium,Hobart,Education,non_binary,0
medium,Hobart,Education,prefer_not_to_say,0
medium,Hobart,Fashion,female,0
medium,Hobart,Fashion,male,0
medium,Hobart,Fashion,non_binary,0
medium,Hobart,Fashion,prefer_not_to_say,0
medium,Hobart,Finance,female,0
medium,Hobart,Finance,male,0
medium,Hobart,Finance,non_binary,0
medium,Hobart,Finance,prefer_not_to_say,0
medium,Hobart,Government,female,0
medium,Hobart,Government,non_binary,0
medium,Hobart,Government,prefer_not_to_say,0
medium,Hobart,Healthcare,female,0
medium,Hobart,Healthcare,male,0
medium,Hobart,Healthcare,non_binary,0
medium,Hobart,Healthcare,prefer_not_to_say,0
medium,Hobart,Hospitality,female,0
medium,Hobart,Hospitality,male,0
medium,Hobart,Hospitality,non_binary,0
medium,Hobart,Hospitality,prefer_not_to_say,0
medium,Hobart,Legal,female,0
medium,Hobart,Legal,male,0
medium,Hobart,Legal,non_binary,0
medium,Hobart,Legal,prefer_not_to_say,0
medium,Hobart,Marketing,male,0
medium,Hobart,Marketing,prefer_not_to_say,0
medium,Hobart,Media,female,0
medium,Hobart,Media,male,0
medium,Hobart,Media,non_binary,0
medium,Hobart,Media,prefer_not_to_say,0
medium,Hobart,Nonprofit,female,0
medium,Hobart,Nonprofit,male,0
medium,Hobart,Nonprofit,non_binary,0
medium,Hobart,Nonprofit,prefer_not_to_say,0
medium,Hobart,Publishing,female,0
medium,Hobart,Publishing,male,0
medium,Hobart,Publishing,non_binary,0
medium,Hobart,Publishing,prefer_not_to_say,0
medium,Hobart,Retail,female,0
medium,Hobart,Retail,male,0
medium,Hobart,Retail,prefer_not_to_say,0
medium,Hobart,Student,female,0
medium,Hobart,Student,male,0
medium,Hobart,Student,non_binary,0
medium,Hobart,Student,prefer_not_to_say,0
medium,Hobart,Technology,female,0
medium,Hobart,Technology,male,0
medium,Hobart,Technology,non_binary,0
medium,Hobart,Technology,prefer_not_to_say,0
medium,London,Advertising,female,0
medium,London,Advertising,male,0
medium,London,Advertising,non_binary,0
medium,London,Advertising,prefer_not_to_say,0
medium,London,Consulting,female,0
medium,London,Consulting,male,0
medium,London,Consulting,non_binary,0
medium,London,Consulting,prefer_not_to_say,0
medium,London,Education,female,0
medium,London,Education,non_binary,0
medium,London,Education,prefer_not_to_say,0
medium,London,Fashion,female,0
medium,London,Fashion,male,0
medium,London,Fashion,non_binary,0
medium,London,Fashion,prefer_not_to_say,0
medium,London,Finance,female,0
medium,London,Finance,male,0
medium,London,Finance,non_binary,0
medium,London,Finance,prefer_not_to_say,0
medium,London,Government,female,0
medium,London,Government,male,0
medium,London,Government,non_binary,0
medium,London,Government,prefer_not_to_say,0
medium,London,Healthcare,female,0
medium,London,Healthcare,male,0
medium,London,Healthcare,prefer_not_to_say,0
medium,London,Hospitality,female,0
medium,London,Hospitality,male,0
medium,London,Hospitality,non_binary,0
medium,London,Hospitality,prefer_not_to_say,0
medium,London,Legal,female,0
medium,London,Legal,male,0
medium,London,Legal,non_binary,0
medium,London,Legal,prefer_not_to_say,0
medium,London,Marketing,male,0
medium,London,Marketing,non_binary,0
medium,London,Marketing,prefer_not_to_say,0
medium,London,Media,female,0
medium,London,Media,male,0
medium,London,Media,non_binary,0
medium,London,Media,prefer_not_to_say,0
medium,London,Nonprofit,female,0
medium,London,Nonprofit,male,0
medium,London,Nonprofit,non_binary,0
medium,London,Nonprofit,prefer_not_to_say,0
medium,London,Publishing,female,0
medium,London,Publishing,male,0
medium,London,Publishing,non_binary,0
medium,London,Publishing,prefer_not_to_say,0
medium,London,Retail,female,0
medium,London,Retail,male,0
medium,London,Retail,non_binary,0
medium,London,Retail,prefer_not_to_say,0
medium,London,Student,male,0
medium,London,Student,non_binary,0
medium,London,Student,prefer_not_to_say,0
medium,London,Technology,female,0
medium,London,Technology,male,0
medium,London,Technology,non_binary,0
medium,London,Technology,prefer_not_to_say,0
medium,Manchester,Advertising,female,0
medium,Manchester,Advertising,male,0
medium,Manchester,Advertising,non_binary,0
medium,Manchester,Advertising,prefer_not_to_say,0
medium,Manchester,Consulting,female,0
medium,Manchester,Consulting,male,0
medium,Manchester,Consulting,non_binary,0
medium,Manchester,Consulting,prefer_not_to_say,0
medium,Manchester,Education,female,0
medium,Manchester,Education,male,0
medium,Manchester,Education,non_binary,0
medium,Manchester,Education,prefer_not_to_say,0
medium,Manchester,Fashion,female,0
medium,Manchester,Fashion,male,0
medium,Manchester,Fashion,non_binary,0
medium,Manchester,Finance,male,0
medium,Manchester,Finance,non_binary,0
medium,Manchester,Government,female,0
medium,Manchester,Government,male,0
medium,Manchester,Government,non_binary,0
medium,Manchester,Government,prefer_not_to_say,0
medium,Manchester,Healthcare,female,0
medium,Manchester,Healthcare,male,0
medium,Manchester,Healthcare,non_binary,0
medium,Manchester,Healthcare,prefer_not_to_say,0
medium,Manchester,Hospitality,female,0
medium,Manchester,Hospitality,male,0
medium,Manchester,Hospitality,non_binary,0
medium,Manchester,Hospitality,prefer_not_to_say,0
medium,Manchester,Legal,female,0
medium,Manchester,Legal,male,0
medium,Manchester,Legal,non_binary,0
medium,Manchester,Legal,prefer_not_to_say,0
medium,Manchester,Marketing,female,0
medium,Manchester,Marketing,male,0
medium,Manchester,Marketing,non_binary,0
medium,Manchester,Marketing,prefer_not_to_say,0
medium,Manchester,Media,female,0
medium,Manchester,Media,male,0
medium,Manchester,Media,non_binary,0
medium,Manchester,Media,prefer_not_to_say,0
medium,Manchester,Nonprofit,female,0
medium,Manchester,Nonprofit,male,0
medium,Manchester,Nonprofit,non_binary,0
medium,Manchester,Nonprofit,prefer_not_to_say,0
medium,Manchester,Publishing,male,0
medium,Manchester,Publishing,non_binary,0
medium,Manchester,Publishing,prefer_not_to_say,0
medium,Manchester,Retail,female,0
medium,Manchester,Retail,male,0
medium,Manchester,Retail,non_binary,0
medium,Manchester,Retail,prefer_not_to_say,0
medium,Manchester,Student,female,0
medium,Manchester,Student,non_binary,0
medium,Manchester,Student,prefer_not_to_say,0
medium,Manchester,Technology,male,0
medium,Manchester,Technology,non_binary,0
medium,Manchester,Technology,prefer_not_to_say,0
medium,Melbourne,Advertising,female,0
medium,Melbourne,Advertising,male,0
medium,Melbourne,Advertising,non_binary,0
medium,Melbourne,Advertising,prefer_not_to_say,0
medium,Melbourne,Consulting,female,0
medium,Melbourne,Consulting,male,0
medium,Melbourne,Consulting,non_binary,0
medium,Melbourne,Consulting,prefer_not_to_say,0
medium,Melbourne,Education,female,0
medium,Melbourne,Education,male,0
medium,Melbourne,Education,non_binary,0
medium,Melbourne,Education,prefer_not_to_say,0
medium,Melbourne,Fashion,female,0
medium,Melbourne,Fashion,male,0
medium,Melbourne,Fashion,non_binary,0
medium,Melbourne,Fashion,prefer_not_to_say,0
medium,Melbourne,Finance,female,0
medium,Melbourne,Finance,male,0
medium,Melbourne,Finance,non_binary,0
medium,Melbourne,Finance,prefer_not_to_say,0
medium,Melbourne,Government,female,0
medium,Melbourne,Government,male,0
medium,Melbourne,Government,non_binary,0
medium,Melbourne,Government,prefer_not_to_say,0
medium,Melbourne,Healthcare,female,0
medium,Melbourne,Healthcare,male,0
medium,Melbourne,Healthcare,non_binary,0
medium,Melbourne,Healthcare,prefer_not_to_say,0
medium,Melbourne,Hospitality,female,0
medium,Melbourne,Hospitality,male,0
medium,Melbourne,Hospitality,non_binary,0
medium,Melbourne,Hospitality,prefer_not_to_say,0
medium,Melbourne,Legal,female,0
medium,Melbourne,Legal,male,0
medium,Melbourne,Legal,non_binary,0
medium,Melbourne,Legal,prefer_not_to_say,0
medium,Melbourne,Marketing,male,0
medium,Melbourne,Marketing,non_binary,0
medium,Melbourne,Marketing,prefer_not_to_say,0
medium,Melbourne,Media,female,0
medium,Melbourne,Media,male,0
medium,Melbourne,Media,non_binary,0
medium,Melbourne,Media,prefer_not_to_say,0
medium,Melbourne,Nonprofit,female,0
medium,Melbourne,Nonprofit,male,0
medium,Melbourne,Nonprofit,non_binary,0
medium,Melbourne,Nonprofit,prefer_not_to_say,0
medium,Melbourne,Publishing,female,0
medium,Melbourne,Publishing,male,0
medium,Melbourne,Publishing,non_binary,0
medium,Melbourne,Publishing,prefer_not_to_say,0
medium,Melbourne,Retail,female,0
medium,Melbourne,Retail,male,0
medium,Melbourne,Retail,non_binary,0
medium,Melbourne,Retail,prefer_not_to_say,0
medium,Melbourne,Student,male,0
medium,Melbourne,Student,non_binary,0
medium,Melbourne,Student,prefer_not_to_say,0
medium,Melbourne,Technology,female,0
medium,Melbourne,Technology,male,0
medium,Melbourne,Technology,non_binary,0
medium,Melbourne,Technology,prefer_not_to_say,0
medium,Newcastle,Advertising,female,0
medium,Newcastle,Advertising,male,0
medium,Newcastle,Advertising,non_binary,0
medium,Newcastle,Advertising,prefer_not_to_say,0
medium,Newcastle,Consulting,female,0
medium,Newcastle,Consulting,male,0
medium,Newcastle,Consulting,non_binary,0
medium,Newcastle,Consulting,prefer_not_to_say,0
medium,Newcastle,Education,female,0
medium,Newcastle,Education,male,0
medium,Newcastle,Education,non_binary,0
medium,Newcastle,Education,prefer_not_to_say,0
medium,Newcastle,Fashion,male,0
medium,Newcastle,Fashion,non_binary,0
medium,Newcastle,Fashion,prefer_not_to_say,0
medium,Newcastle,Finance,male,0
medium,Newcastle,Finance,non_binary,0
medium,Newcastle,Finance,prefer_not_to_say,0
medium,Newcastle,Government,female,0
medium,Newcastle,Government,male,0
medium,Newcastle,Government,non_binary,0
medium,Newcastle,Government,prefer_not_to_say,0
medium,Newcastle,Healthcare,female,0
medium,Newcastle,Healthcare,male,0
medium,Newcastle,Healthcare,non_binary,0
medium,Newcastle,Healthcare,prefer_not_to_say,0
medium,Newcastle,Hospitality,female,0
medium,Newcastle,Hospitality,male,0
medium,Newcastle,Hospitality,non_binary,0
medium,Newcastle,Hospitality,prefer_not_to_say,0
medium,Newcastle,Legal,female,0
medium,Newcastle,Legal,male,0
medium,Newcastle,Legal,non_binary,0
medium,Newcastle,Legal,prefer_not_to_say,0
medium,Newcastle,Marketing,female,0
medium,Newcastle,Marketing,male,0
medium,Newcastle,Marketing,non_binary,0
medium,Newcastle,Marketing,prefer_not_to_say,0
medium,Newcastle,Media,female,0
medium,Newcastle,Media,male,0
medium,Newcastle,Media,non_binary,0
medium,Newcastle,Media,prefer_not_to_say,0
medium,Newcastle,Nonprofit,female,0
medium,Newcastle,Nonprofit,male,0
medium,Newcastle,Nonprofit,non_binary,0
medium,Newcastle,Nonprofit,prefer_not_to_say,0
medium,Newcastle,Publishing,female,0
medium,Newcastle,Publishing,male,0
medium,Newcastle,Publishing,non_binary,0
medium,Newcastle,Publishing,prefer_not_to_say,0
medium,Newcastle,Retail,female,0
medium,Newcastle,Retail,male,0
medium,Newcastle,Retail,prefer_not_to_say,0
medium,Newcastle,Student,female,0
medium,Newcastle,Student,male,0
medium,Newcastle,Student,non_binary,0
medium,Newcastle,Student,prefer_not_to_say,0
medium,Newcastle,Technology,female,0
medium,Newcastle,Technology,male,0
medium,Newcastle,Technology,non_binary,0
medium,Newcastle,Technology,prefer_not_to_say,0
medium,Perth,Advertising,female,0
medium,Perth,Advertising,male,0
medium,Perth,Advertising,non_binary,0
medium,Perth,Advertising,prefer_not_to_say,0
medium,Perth,Consulting,female,0
medium,Perth,Consulting,male,0
medium,Perth,Consulting,non_binary,0
medium,Perth,Consulting,prefer_not_to_say,0
medium,Perth,Education,female,0
medium,Perth,Education,male,0
medium,Perth,Education,non_binary,0
medium,Perth,Education,prefer_not_to_say,0
medium,Perth,Fashion,female,0
medium,Perth,Fashion,male,0
medium,Perth,Fashion,non_binary,0
medium,Perth,Fashion,prefer_not_to_say,0
medium,Perth,Finance,male,0
medium,Perth,Finance,non_binary,0
medium,Perth,Finance,prefer_not_to_say,0
medium,Perth,Government,female,0
medium,Perth,Government,male,0
medium,Perth,Government,non_binary,0
medium,Perth,Government,prefer_not_to_say,0
medium,Perth,Healthcare,female,0
medium,Perth,Healthcare,male,0
medium,Perth,Healthcare,non_binary,0
medium,Perth,Healthcare,prefer_not_to_say,0
medium,Perth,Hospitality,female,0
medium,Perth,Hospitality,male,0
medium,Perth,Hospitality,non_binary,0
medium,Perth,Hospitality,prefer_not_to_say,0
medium,Perth,Legal,female,0
medium,Perth,Legal,male,0
medium,Perth,Legal,non_binary,0
medium,Perth,Marketing,female,0
medium,Perth,Marketing,male,0
medium,Perth,Marketing,non_binary,0
medium,Perth,Marketing,prefer_not_to_say,0
medium,Perth,Media,female,0
medium,Perth,Media,male,0
medium,Perth,Media,non_binary,0
medium,Perth,Media,prefer_not_to_say,0
medium,Perth,Nonprofit,female,0
medium,Perth,Nonprofit,male,0
medium,Perth,Nonprofit,non_binary,0
medium,Perth,Nonprofit,prefer_not_to_say,0
medium,Perth,Publishing,male,0
medium,Perth,Publishing,non_binary,0
medium,Perth,Publishing,prefer_not_to_say,0
medium,Perth,Retail,male,0
medium,Perth,Retail,non_binary,0
medium,Perth,Retail,prefer_not_to_say,0
medium,Perth,Student,female,0
medium,Perth,Student,male,0
medium,Perth,Student,non_binary,0
medium,Perth,Student,prefer_not_to_say,0
medium,Perth,Technology,female,0
medium,Perth,Technology,male,0
medium,Perth,Technology,non_binary,0
medium,Perth,Technology,prefer_not_to_say,0
medium,Singapore,Advertising,female,0
medium,Singapore,Advertising,male,0
medium,Singapore,Advertising,non_binary,0
medium,Singapore,Advertising,prefer_not_to_say,0
medium,Singapore,Consulting,female,0
medium,Singapore,Consulting,male,0
medium,Singapore,Consulting,non_binary,0
medium,Singapore,Consulting,prefer_not_to_say,0
medium,Singapore,Education,male,0
medium,Singapore,Education,non_binary,0
medium,Singapore,Education,prefer_not_to_say,0
medium,Singapore,Fashion,female,0
medium,Singapore,Fashion,male,0
medium,Singapore,Fashion,non_binary,0
medium,Singapore,Fashion,prefer_not_to_say,0
medium,Singapore,Finance,female,0
medium,Singapore,Finance,male,0
medium,Singapore,Finance,non_binary,0
medium,Singapore,Finance,prefer_not_to_say,0
medium,Singapore,Government,female,0
medium,Singapore,Government,male,0
medium,Singapore,Government,non_binary,0
medium,Singapore,Government,prefer_not_to_say,0
medium,Singapore,Healthcare,female,0
medium,Singapore,Healthcare,male,0
medium,Singapore,Healthcare,non_binary,0
medium,Singapore,Healthcare,prefer_not_to_say,0
medium,Singapore,Hospitality,female,0
medium,Singapore,Hospitality,male,0
medium,Singapore,Hospitality,non_binary,0
medium,Singapore,Hospitality,prefer_not_to_say,0
medium,Singapore,Legal,female,0
medium,Singapore,Legal,male,0
medium,Singapore,Legal,non_binary,0
medium,Singapore,Legal,prefer_not_to_say,0
medium,Singapore,Marketing,female,0
medium,Singapore,Marketing,male,0
medium,Singapore,Marketing,non_binary,0
medium,Singapore,Marketing,prefer_not_to_say,0
medium,Singapore,Media,female,0
medium,Singapore,Media,non_binary,0
medium,Singapore,Media,prefer_not_to_say,0
medium,Singapore,Nonprofit,female,0
medium,Singapore,Nonprofit,male,0
medium,Singapore,Nonprofit,non_binary,0
medium,Singapore,Nonprofit,prefer_not_to_say,0
medium,Singapore,Publishing,female,0
medium,Singapore,Publishing,male,0
medium,Singapore,Publishing,non_binary,0
medium,Singapore,Publishing,prefer_not_to_say,0
medium,Singapore,Retail,female,0
medium,Singapore,Retail,male,0
medium,Singapore,Retail,non_binary,0
medium,Singapore,Retail,prefer_not_to_say,0
medium,Singapore,Student,female,0
medium,Singapore,Student,male,0
medium,Singapore,Student,non_binary,0
medium,Singapore,Student,prefer_not_to_say,0
medium,Singapore,Technology,female,0
medium,Singapore,Technology,non_binary,0
medium,Singapore,Technology,prefer_not_to_say,0
medium,Sydney,Advertising,female,0
medium,Sydney,Advertising,male,0
medium,Sydney,Advertising,non_binary,0
medium,Sydney,Advertising,prefer_not_to_say,0
medium,Sydney,Consulting,male,0
medium,Sydney,Consulting,non_binary,0
medium,Sydney,Consulting,prefer_not_to_say,0
medium,Sydney,Education,female,0
medium,Sydney,Education,male,0
medium,Sydney,Education,non_binary,0
medium,Sydney,Education,prefer_not_to_say,0
medium,Sydney,Fashion,female,0
medium,Sydney,Fashion,male,0
medium,Sydney,Fashion,non_binary,0
medium,Sydney,Fashion,prefer_not_to_say,0
medium,Sydney,Finance,female,0
medium,Sydney,Finance,male,0
medium,Sydney,Finance,non_binary,0
medium,Sydney,Finance,prefer_not_to_say,0
medium,Sydney,Government,female,0
medium,Sydney,Government,non_binary,0
medium,Sydney,Government,prefer_not_to_say,0
medium,Sydney,Healthcare,male,0
medium,Sydney,Healthcare,non_binary,0
medium,Sydney,Healthcare,prefer_not_to_say,0
medium,Sydney,Hospitality,male,0
medium,Sydney,Hospitality,non_binary,0
medium,Sydney,Hospitality,prefer_not_to_say,0
medium,Sydney,Legal,male,0
medium,Sydney,Legal,non_binary,0
medium,Sydney,Legal,prefer_not_to_say,0
medium,Sydney,Marketing,female,0
medium,Sydney,Marketing,male,0
medium,Sydney,Marketing,non_binary,0
medium,Sydney,Media,female,0
medium,Sydney,Media,male,0
medium,Sydney,Media,non_binary,0
medium,Sydney,Media,prefer_not_to_say,0
medium,Sydney,Nonprofit,female,0
medium,Sydney,Nonprofit,male,0
medium,Sydney,Nonprofit,non_binary,0
medium,Sydney,Nonprofit,prefer_not_to_say,0
medium,Sydney,Publishing,male,0
medium,Sydney,Publishing,non_binary,0
medium,Sydney,Publishing,prefer_not_to_say,0
medium,Sydney,Retail,female,0
medium,Sydney,Retail,male,0
medium,Sydney,Retail,non_binary,0
medium,Sydney,Retail,prefer_not_to_say,0
medium,Sydney,Student,female,0
medium,Sydney,Student,male,0
medium,Sydney,Student,non_binary,0
medium,Sydney,Student,prefer_not_to_say,0
medium,Sydney,Technology,female,0
medium,Sydney,Technology,male,0
medium,Sydney,Technology,non_binary,0
medium,Sydney,Technology,prefer_not_to_say,0
medium,Wellington,Advertising,female,0
medium,Wellington,Advertising,male,0
medium,Wellington,Advertising,non_binary,0
medium,Wellington,Advertising,prefer_not_to_say,0
medium,Wellington,Consulting,female,0
medium,Wellington,Consulting,male,0
medium,Wellington,Consulting,non_binary,0
medium,Wellington,Consulting,prefer_not_to_say,0
medium,Wellington,Education,female,0
medium,Wellington,Education,male,0
medium,Wellington,Education,non_binary,0
medium,Wellington,Education,prefer_not_to_say,0
medium,Wellington,Fashion,female,0
medium,Wellington,Fashion,male,0
medium,Wellington,Fashion,non_binary,0
medium,Wellington,Fashion,prefer_not_to_say,0
medium,Wellington,Finance,female,0
medium,Wellington,Finance,male,0
medium,Wellington,Finance,non_binary,0
medium,Wellington,Finance,prefer_not_to_say,0
medium,Wellington,Government,female,0
medium,Wellington,Government,male,0
medium,Wellington,Government,non_binary,0
medium,Wellington,Government,prefer_not_to_say,0
medium,Wellington,Healthcare,female,0
medium,Wellington,Healthcare,male,0
medium,Wellington,Healthcare,non_binary,0
medium,Wellington,Healthcare,prefer_not_to_say,0
medium,Wellington,Hospitality,female,0
medium,Wellington,Hospitality,male,0
medium,Wellington,Hospitality,non_binary,0
medium,Wellington,Hospitality,prefer_not_to_say,0
medium,Wellington,Legal,female,0
medium,Wellington,Legal,male,0
medium,Wellington,Legal,non_binary,0
medium,Wellington,Legal,prefer_not_to_say,0
medium,Wellington,Marketing,female,0
medium,Wellington,Marketing,male,0
medium,Wellington,Marketing,non_binary,0
medium,Wellington,Marketing,prefer_not_to_say,0
medium,Wellington,Media,male,0
medium,Wellington,Media,prefer_not_to_say,0
medium,Wellington,Nonprofit,female,0
medium,Wellington,Nonprofit,male,0
medium,Wellington,Nonprofit,non_binary,0
medium,Wellington,Nonprofit,prefer_not_to_say,0
medium,Wellington,Publishing,female,0
medium,Wellington,Publishing,male,0
medium,Wellington,Publishing,non_binary,0
medium,Wellington,Publishing,prefer_not_to_say,0
medium,Wellington,Retail,female,0
medium,Wellington,Retail,male,0
medium,Wellington,Retail,non_binary,0
medium,Wellington,Retail,prefer_not_to_say,0
medium,Wellington,Student,female,0
medium,Wellington,Student,male,0
medium,Wellington,Student,non_binary,0
medium,Wellington,Student,prefer_not_to_say,0
medium,Wellington,Technology,female,0
medium,Wellington,Technology,non_binary,0
medium,Wellington,Technology,prefer_not_to_say,0
high,Gold Coast,Healthcare,female,3
high,Auckland,Healthcare,non_binary,2
high,Brisbane,Healthcare,female,2
high,Adelaide,Advertising,female,1
high,Adelaide,Advertising,non_binary,1
high,Adelaide,Healthcare,female,1
high,Adelaide,Media,male,1
high,Adelaide,Publishing,female,1
high,Adelaide,Technology,male,1
high,Auckland,Education,female,1
high,Auckland,Government,female,1
high,Brisbane,Education,female,1
high,Brisbane,Fashion,female,1
high,Brisbane,Hospitality,female,1
high,Brisbane,Technology,female,1
high,Bristol,Fashion,female,1
high,Bristol,Healthcare,female,1
high,Bristol,Nonprofit,male,1
high,Bristol,Technology,male,1
high,Canberra,Education,non_binary,1
high,Canberra,Healthcare,female,1
high,Canberra,Retail,female,1
high,Christchurch,Healthcare,non_binary,1
high,Christchurch,Hospitality,male,1
high,Christchurch,Media,non_binary,1
high,Christchurch,Publishing,female,1
high,Christchurch,Technology,female,1
high,Gold Coast,Student,prefer_not_to_say,1
high,Gold Coast,Technology,prefer_not_to_say,1
high,Hobart,Education,prefer_not_to_say,1
high,Hobart,Media,female,1
high,London,Government,female,1
high,London,Legal,male,1
high,London,Marketing,male,1
high,London,Marketing,non_binary,1
high,London,Nonprofit,male,1
high,London,Student,female,1
high,Manchester,Consulting,female,1
high,Manchester,Marketing,female,1
high,Manchester,Marketing,non_binary,1
high,Manchester,Student,female,1
high,Manchester,Technology,prefer_not_to_say,1
high,Melbourne,Education,female,1
high,Melbourne,Finance,non_binary,1
high,Melbourne,Government,non_binary,1
high,Melbourne,Healthcare,prefer_not_to_say,1
high,Melbourne,Hospitality,prefer_not_to_say,1
high,Melbourne,Marketing,male,1
high,Melbourne,Publishing,male,1
high,Newcastle,Hospitality,female,1
high,Perth,Marketing,female,1
high,Singapore,Consulting,male,1
high,Singapore,Government,female,1
high,Singapore,Media,female,1
high,Sydney,Education,female,1
high,Sydney,Government,female,1
high,Sydney,Healthcare,male,1
high,Sydney,Retail,male,1
high,Wellington,Advertising,female,1
high,Wellington,Healthcare,prefer_not_to_say,1
high,Wellington,Marketing,female,1
high,Wellington,Student,female,1
high,Wellington,Technology,non_binary,1
high,Adelaide,Advertising,male,0
high,Adelaide,Advertising,prefer_not_to_say,0
high,Adelaide,Consulting,female,0
high,Adelaide,Consulting,male,0
high,Adelaide,Consulting,non_binary,0
high,Adelaide,Consulting,prefer_not_to_say,0
high,Adelaide,Education,female,0
high,Adelaide,Education,male,0
high,Adelaide,Education,non_binary,0
high,Adelaide,Education,prefer_not_to_say,0
high,Adelaide,Fashion,female,0
high,Adelaide,Fashion,male,0
high,Adelaide,Fashion,non_binary,0
high,Adelaide,Fashion,prefer_not_to_say,0
high,Adelaide,Finance,female,0
high,Adelaide,Finance,male,0
high,Adelaide,Finance,non_binary,0
high,Adelaide,Finance,prefer_not_to_say,0
high,Adelaide,Government,female,0
high,Adelaide,Government,male,0
high,Adelaide,Government,non_binary,0
high,Adelaide,Government,prefer_not_to_say,0
high,Adelaide,Healthcare,male,0
high,Adelaide,Healthcare,non_binary,0
high,Adelaide,Healthcare,prefer_not_to_say,0
high,Adelaide,Hospitality,female,0
high,Adelaide,Hospitality,male,0
high,Adelaide,Hospitality,non_binary,0
high,Adelaide,Hospitality,prefer_not_to_say,0
high,Adelaide,Legal,female,0
high,Adelaide,Legal,male,0
high,Adelaide,Legal,non_binary,0
high,Adelaide,Legal,prefer_not_to_say,0
high,Adelaide,Marketing,female,0
high,Adelaide,Marketing,male,0
high,Adelaide,Marketing,non_binary,0
high,Adelaide,Marketing,prefer_not_to_say,0
high,Adelaide,Media,female,0
high,Adelaide,Media,non_binary,0
high,Adelaide,Media,prefer_not_to_say,0
high,Adelaide,Nonprofit,female,0
high,Adelaide,Nonprofit,male,0
high,Adelaide,Nonprofit,non_binary,0
high,Adelaide,Nonprofit,prefer_not_to_say,0
high,Adelaide,Publishing,male,0
high,Adelaide,Publishing,non_binary,0
high,Adelaide,Publishing,prefer_not_to_say,0
high,Adelaide,Retail,female,0
high,Adelaide,Retail,male,0
high,Adelaide,Retail,non_binary,0
high,Adelaide,Retail,prefer_not_to_say,0
high,Adelaide,Student,female,0
high,Adelaide,Student,male,0
high,Adelaide,Student,non_binary,0
high,Adelaide,Student,prefer_not_to_say,0
high,Adelaide,Technology,female,0
high,Adelaide,Technology,non_binary,0
high,Adelaide,Technology,prefer_not_to_say,0
high,Auckland,Advertising,female,0
high,Auckland,Advertising,male,0
high,Auckland,Advertising,non_binary,0
high,Auckland,Advertising,prefer_not_to_say,0
high,Auckland,Consulting,female,0
high,Auckland,Consulting,male,0
high,Auckland,Consulting,non_binary,0
high,Auckland,Consulting,prefer_not_to_say,0
high,Auckland,Education,male,0
high,Auckland,Education,non_binary,0
high,Auckland,Education,prefer_not_to_say,0
high,Auckland,Fashion,female,0
high,Auckland,Fashion,male,0
high,Auckland,Fashion,non_binary,0
high,Auckland,Fashion,prefer_not_to_say,0
high,Auckland,Finance,female,0
high,Auckland,Finance,male,0
high,Auckland,Finance,non_binary,0
high,Auckland,Finance,prefer_not_to_say,0
high,Auckland,Government,male,0
high,Auckland,Government,non_binary,0
high,Auckland,Government,prefer_not_to_say,0
high,Auckland,Healthcare,female,0
high,Auckland,Healthcare,male,0
high,Auckland,Healthcare,prefer_not_to_say,0
high,Auckland,Hospitality,female,0
high,Auckland,Hospitality,male,0
high,Auckland,Hospitality,non_binary,0
high,Auckland,Hospitality,prefer_not_to_say,0
high,Auckland,Legal,female,0
high,Auckland,Legal,male,0
high,Auckland,Legal,non_binary,0
high,Auckland,Legal,prefer_not_to_say,0
high,Auckland,Marketing,female,0
high,Auckland,Marketing,male,0
high,Auckland,Marketing,non_binary,0
high,Auckland,Marketing,prefer_not_to_say,0
high,Auckland,Media,female,0
high,Auckland,Media,male,0
high,Auckland,Media,non_binary,0
high,Auckland,Media,prefer_not_to_say,0
high,Auckland,Nonprofit,female,0
high,Auckland,Nonprofit,male,0
high,Auckland,Nonprofit,non_binary,0
high,Auckland,Nonprofit,prefer_not_to_say,0
high,Auckland,Publishing,female,0
high,Auckland,Publishing,male,0
high,Auckland,Publishing,non_binary,0
high,Auckland,Publishing,prefer_not_to_say,0
